"ID","Transect","Species_name","Size","Count","Date","Year","Survey_no","Location","Type","Site","Dist_pimpa","Depth","Depth_max","Tide","Visibility","Weather","Wind","Wind_strength","Transect_size","No_transects","GPS_dep_lat","GPS_dep_lon","GPS_arr_lat","GPS_arr_lon","Time_begin","Comment","Species_fishbase","a","b","mass","Protection","Family","Trophic_group","Target","Trophic_guild","Trophic_level","Length_max"
"SAN_U8_1","T2","Scarus_rivulatus",26,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.507609632837832,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T2","Scarus_quoyi",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus quoyi",0.0565,2.818,0.388505784750142,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,40
"SAN_U8_1","T2","Cheilinus_fasciatus",20,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cheilinus fasciatus",0.02949,2.964,0.211800840740026,"Control","Labridae","Invertivore",1.5,"Crustacivore",3.37,40
"SAN_U8_1","T2","Scolopsis_margaritifera",22,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scolopsis margaritifera",0.0333,2.966,0.319205161215054,"Control","Nemipteridae","Invertivore",2.5,"Microinvertivore",3.6,28
"SAN_U8_1","T2","Scarus_hypselopterus",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.18521702379564,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T2","Lutjanus_carponotatus",21,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Lutjanus carponotatus",0.0242075,2.872675,0.152144498502376,"Control","Lutjanidae","Piscivore",2.83,"Crustacivore",4.02,40
"SAN_U8_1","T2","Scarus_rivulatus",10,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.0261048494198117,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T2","Scarus_hypselopterus",24,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.211248982083163,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T2","Scolopsis_margaritifera",13,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scolopsis margaritifera",0.0333,2.966,0.067050221433493,"Control","Nemipteridae","Invertivore",2.5,"Microinvertivore",3.6,28
"SAN_U8_1","T2","Siganus_virgatus",13,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus virgatus",0.0204,3.236,0.0821014553302392,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.73,30
"SAN_U8_1","T2","Oxycheilinus_digramma",22,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Oxycheilinus digramma",0.0245075,2.96175,0.231856559029146,"Control","Labridae","Piscivore",1.5,"Crustacivore",3.7,40
"SAN_U8_1","T2","Scarus_ghobban",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus ghobban",0.0236,2.96536,0.257587781540453,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,75
"SAN_U8_1","T2","Plectropomus_leopardus",26,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Plectropomus leopardus",0.03424,2.997114,0.596170094465637,"Control","Serranidae","Piscivore",3,"Piscivore",4.4,120
"SAN_U8_1","T2","Siganus_virgatus",17,2,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus virgatus",0.0204,3.236,0.391194619328724,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.73,30
"SAN_U8_1","T2","Siganus_virgatus",16,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus virgatus",0.0204,3.236,0.160754238055722,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.73,30
"SAN_U8_1","T2","Cephalopholis_cyanostigma",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cephalopholis cyanostigma",0.0266666666666667,2.90466666666667,0.240621365270635,"Control","Serranidae","Piscivore",3,"Piscivore",4.17,40
"SAN_U8_1","T3","Scarus_rivulatus",21,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.26149163153249,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T3","Scarus_quoyi",17,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus quoyi",0.0565,2.818,0.165749989003267,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,40
"SAN_U8_1","T3","Scarus_hypselopterus",25,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.239649493175867,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_hypselopterus",17,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.072782849600861,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_ghobban",26,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus ghobban",0.0236,2.96536,0.37052487557544,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,75
"SAN_U8_1","T3","Scolopsis_margaritifera",15,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scolopsis margaritifera",0.0333,2.966,0.102501662142709,"Control","Nemipteridae","Invertivore",2.5,"Microinvertivore",3.6,28
"SAN_U8_1","T3","Hemigymnus_melapterus",16,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Hemigymnus melapterus",0.0229925,2.970655,0.0868182929277657,"Control","Labridae","Invertivore",1.5,"Microinvertivore",3.55,39.5999984741211
"SAN_U8_1","T3","Scarus_hypselopterus",16,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.0603493552292747,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_hypselopterus",17,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.072782849600861,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_rivulatus",11,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.035097569424173,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T3","Scarus_rivulatus",13,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus rivulatus",0.0204625,3.1057625,0.0589660699282355,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2.71,40
"SAN_U8_1","T3","Scarus_hypselopterus",18,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.0868428222415074,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_hypselopterus",16,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.0603493552292747,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Scarus_hypselopterus",19,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Scarus hypselopterus",0.01148,3.09,0.10263382507865,"Control","Labridae (Scarinae)","Herbivore-Detritivore",1.7,"Herbivore",2,31
"SAN_U8_1","T3","Cheilinus_fasciatus",17,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Cheilinus fasciatus",0.02949,2.964,0.130835432842271,"Control","Labridae","Invertivore",1.5,"Crustacivore",3.37,40
"SAN_U8_1","T3","Siganus_vulpinus",23,1,2021-04-20,2021,"1","Sandoval","Unprotected","SAN_U8",NA,"7",20,"Mid","13","Cloudy","NW","Medium",300,4,"11.110803","119.546043",NA,NA,1899-12-31 08:17:00,"Reef on the right. Very high coral cover, maybe some signs of mortality related to the last bleaching event, very high complexity and steep slope. Green turtle observed at the end.","Siganus vulpinus",0.022445,3,0.273088315,"Control","Siganidae","Herbivore-Detritivore",2.7,"Herbivore",2.68,25
